,Non-standard,Watson-Crick,Paired with N,Wobble
28201,0,20,0,1
28202,0,20,0,1
28203,0,21,0,0
28204,0,20,0,1
28205,0,21,0,0
28206,0,20,0,1
28207,0,21,0,0
28208,0,21,0,0
28209,0,19,0,2
28210,0,19,0,2
28211,0,20,0,0
28212,0,20,0,1
28213,0,20,0,0
28214,0,21,0,0
28215,0,19,0,2
28216,0,20,0,2
28217,0,19,0,2
28218,0,19,0,2
28219,0,20,0,1
28220,0,21,0,0
28221,0,17,0,4
28222,0,20,0,1
28223,0,21,0,0
28224,0,20,0,1
28225,0,21,0,0
28226,0,21,0,0
28227,0,21,0,0
28228,0,19,0,1
28229,0,21,0,0
28230,0,20,0,1
28231,0,20,0,1
28232,0,18,0,3
28233,0,18,0,2
28234,0,21,0,0
28235,0,20,0,1
28236,0,19,0,2
28237,0,20,0,0
28238,0,21,0,0
28239,0,20,0,1
28240,0,19,0,3
28241,0,19,0,1
28242,0,21,0,0
28243,0,19,0,0
28244,0,20,0,1
28245,0,20,0,1
28246,0,19,0,1
28247,0,19,0,1
28248,0,19,0,1
28249,0,18,0,2
28250,0,18,0,2
28251,0,19,0,1
28252,0,16,0,4
28253,0,17,0,2
28254,0,17,0,2
28255,0,19,0,2
28256,0,18,0,2
28257,0,18,0,3
28258,0,21,0,0
28259,0,19,0,1
28260,0,19,0,2
28261,0,20,0,1
28262,0,20,0,1
28263,0,20,0,0
28264,0,19,0,1
28265,0,20,0,0
28266,0,20,0,1
28267,0,17,0,0
28268,0,19,0,2
28269,0,19,0,1
28270,0,20,0,1
28271,0,21,0,0
28272,0,21,0,0
28273,0,20,0,1
28274,0,20,0,1
28275,0,20,0,1
28276,0,20,0,1
28277,0,19,0,2
28278,0,19,0,2
28279,0,21,0,0
28280,0,21,0,0
28281,0,20,0,1
28282,0,20,0,1
28283,0,17,0,3
28284,0,21,0,0
28285,0,19,0,3
28286,0,21,0,0
28287,0,20,0,1
28288,0,20,0,1
28289,0,20,0,1
28290,0,20,0,1
28291,0,20,0,1
28292,0,21,0,0
28293,0,20,0,1
28294,0,20,0,0
28295,0,20,0,1
28296,0,20,0,1
28297,0,19,0,2
28298,0,21,0,0
28299,0,17,0,4
28300,0,18,0,2
28301,0,17,0,3
28302,0,17,0,2
28303,0,18,0,2
28304,0,18,0,2
28305,0,19,0,1
28306,0,18,0,2
28307,0,18,0,2
28308,0,18,0,2
28309,0,18,0,2
28310,0,20,0,0
28311,0,20,0,0
28312,0,20,0,0
28313,0,20,0,0
28314,0,18,0,0
28315,0,17,0,1
28316,0,20,0,0
28317,0,20,0,0
28318,0,20,0,0
28319,0,20,0,0
28320,0,20,0,0
28321,0,20,0,0
28322,0,20,0,2
28323,0,20,0,2
28324,0,20,0,2
28325,0,19,0,2
28326,0,20,0,2
28327,0,20,0,1
28328,0,19,0,2
28329,0,18,0,2
28330,0,18,0,3
28331,0,18,0,2
28332,0,18,0,3
28333,0,17,0,4
28334,0,19,0,2
28335,0,16,0,5
28336,0,19,0,2
28337,0,20,0,1
28338,0,19,0,2
28339,0,19,0,3
28340,0,18,0,4
28341,0,19,0,2
28342,0,19,0,2
28343,0,18,0,3
28344,0,19,0,2
28345,0,19,0,2
28346,0,21,0,1
28347,0,17,0,4
28348,0,17,0,4
28349,0,19,0,3
28350,0,18,0,3
28351,0,20,0,1
28352,0,17,0,3
28353,0,15,0,4
28354,0,18,0,3
28355,0,17,0,4
28356,0,18,0,3
28357,0,19,0,2
28358,0,20,0,0
28359,0,20,0,2
28360,0,20,0,0
28361,0,20,0,0
28362,0,20,0,0
28363,0,18,0,2
28364,0,19,0,1
28365,0,18,0,2
28366,0,20,0,0
28367,0,18,0,2
28368,0,18,0,2
28369,0,19,0,1
28370,0,19,0,1
28371,0,20,0,0
28372,0,20,0,0
28373,0,19,0,1
28374,0,19,0,1
28375,0,19,0,1
28376,0,19,0,1
28377,0,19,0,1
28378,0,19,0,1
28379,0,17,0,3
28380,0,20,0,1
28381,0,21,0,0
28382,0,21,0,0
28383,0,20,0,1
28384,0,20,0,1
28385,0,19,0,2
28386,0,19,0,2
28387,0,19,0,2
28388,0,20,0,1
28389,0,20,0,1
28390,0,20,0,1
28391,0,20,0,1
28392,0,21,0,1
28393,0,20,0,1
28394,0,20,0,1
28395,0,20,0,1
28396,0,20,0,0
28397,0,22,0,1
28398,0,22,0,1
28399,0,22,0,2
28400,0,21,0,2
28401,0,22,0,1
28402,0,20,0,1
28403,0,23,0,1
28404,0,23,0,1
28405,0,23,0,0
28406,0,23,0,0
28407,0,23,0,0
28408,0,24,0,0
28409,0,23,0,1
28410,0,20,0,4
28411,0,20,0,3
28412,0,22,0,3
28413,0,25,0,0
28414,0,15,0,5
28415,0,21,0,1
28416,0,21,0,1
28417,0,19,0,1
28418,0,19,0,1
28419,0,19,0,2
28420,0,19,0,2
28421,0,18,0,2
28422,0,17,0,3
28423,0,16,0,4
28424,0,19,0,2
28425,0,19,0,2
28426,0,19,0,2
28427,0,18,0,3
28428,0,19,0,2
28429,0,19,0,2
28430,0,19,0,2
28431,0,19,0,2
28432,0,19,0,2
28433,0,19,0,2
28434,0,18,0,8
28435,0,20,0,1
28436,0,19,0,2
28437,0,19,0,2
28438,0,19,0,2
28439,0,19,0,2
28440,0,19,0,2
28441,0,19,0,2
28442,0,19,0,2
28443,0,19,0,2
28444,0,20,0,1
28445,0,20,0,1
28446,0,20,0,1
28447,0,20,0,1
28448,0,20,0,1
28449,0,20,0,1
28450,0,20,0,1
28451,0,20,0,1
28452,0,20,0,1
28453,0,19,0,1
28454,0,19,0,1
28455,0,20,0,1
28456,0,19,0,1
28457,0,19,0,1
28458,0,20,0,1
28459,0,16,0,1
28460,0,20,0,1
28461,0,19,0,2
28462,0,20,0,1
28463,0,20,0,1
28464,0,20,0,1
28465,0,19,0,2
28466,0,19,0,2
28467,0,19,0,2
28468,0,20,0,1
28469,0,20,0,1
28470,0,20,0,1
28471,0,20,0,1
28472,0,20,0,1
28473,0,20,0,1
28474,0,20,0,1
28475,0,20,0,1
28476,0,20,0,1
28477,0,20,0,1
28478,0,19,0,2
28479,0,20,0,1
28480,0,20,0,1
28481,0,20,0,1
28482,0,20,0,1
28483,0,19,0,2
28484,0,20,0,1
28485,0,19,0,1
28486,0,19,0,2
28487,0,20,0,1
28488,0,20,0,1
28489,0,19,0,2
28490,0,19,0,2
28491,0,19,0,2
28492,0,20,0,1
28493,0,18,0,3
28494,0,20,0,1
28495,0,18,0,3
28496,0,20,0,1
28497,0,20,0,1
28498,0,20,0,1
28499,0,20,0,1
28500,0,19,0,2
28501,0,19,0,2
28502,0,19,0,2
28503,0,20,0,1
28504,0,18,0,3
28505,0,20,0,1
28506,0,20,0,1
28507,0,18,0,3
28508,0,20,0,1
28509,0,20,0,1
28510,0,20,0,1
28511,0,20,0,1
28512,0,20,0,1
28513,0,20,0,1
28514,0,20,0,1
28515,0,19,0,2
28516,0,19,0,2
28517,0,20,0,1
28518,0,20,0,1
28519,0,19,0,2
28520,0,18,0,3
28521,0,20,0,1
28522,0,19,0,2
28523,0,19,0,1
28524,0,19,0,1
28525,0,19,0,2
28526,0,19,0,2
28527,0,20,0,1
28528,0,20,0,1
28529,0,20,0,1
28530,0,20,0,1
28531,0,20,0,1
28532,0,19,0,1
28533,0,20,0,1
28534,0,18,0,3
28535,0,18,0,3
28536,0,20,0,1
28537,0,20,0,1
28538,0,20,0,1
28539,0,18,0,3
28540,0,20,0,1
28541,0,20,0,1
28542,0,20,0,1
28543,0,20,0,1
28544,0,20,0,1
28545,0,20,0,1
28546,0,18,0,3
28547,0,20,0,1
28548,0,20,0,1
28549,0,20,0,1
28550,0,20,0,1
28551,0,20,0,1
28552,0,20,0,1
28553,0,20,0,1
28554,0,20,0,1
28555,0,19,0,2
28556,0,19,0,2
28557,0,19,0,2
28558,0,20,0,1
28559,0,20,0,1
28560,0,19,0,2
28561,0,16,0,2
28562,0,18,0,3
28563,0,18,0,3
28564,0,18,0,4
28565,0,20,0,1
28566,0,20,0,1
28567,0,20,0,1
28568,0,20,0,1
28569,0,20,0,1
28570,0,20,0,1
28571,0,20,0,1
28572,0,20,0,1
28573,0,20,0,1
28574,0,19,0,2
28575,0,19,0,2
28576,0,19,0,2
28577,0,20,0,1
28578,0,20,0,1
28579,0,20,0,1
28580,0,20,0,1
28581,0,20,0,1
28582,0,20,0,1
28583,0,16,0,4
28584,0,15,0,2
28585,0,19,0,1
28586,0,19,0,1
28587,0,18,0,2
28588,0,19,0,1
28589,0,19,0,2
28590,0,20,0,1
28591,0,20,0,1
28592,0,20,0,1
28593,0,20,0,1
28594,0,20,0,1
28595,0,17,0,3
28596,0,19,0,2
28597,0,19,0,1
28598,0,20,0,1
28599,0,19,0,1
28600,0,19,0,2
28601,0,20,0,1
28602,0,20,0,1
28603,0,15,0,3
28604,0,18,0,2
28605,0,18,0,3
28606,0,19,0,2
28607,0,19,0,2
28608,0,19,0,1
28609,0,18,0,2
28610,0,18,0,3
28611,0,19,0,2
28612,0,19,0,2
28613,0,19,0,2
28614,0,19,0,2
28615,0,20,0,1
28616,0,20,0,1
28617,0,20,0,1
28618,0,19,0,2
28619,0,20,0,1
28620,0,20,0,1
28621,0,20,0,1
28622,0,20,0,1
28623,0,15,0,1
28624,0,15,0,2
28625,0,17,0,1
28626,0,20,0,1
28627,0,19,0,1
28628,0,20,0,1
28629,0,19,0,2
28630,0,20,0,1
28631,0,20,0,1
28632,0,20,0,1
28633,0,16,0,4
28634,0,20,0,1
28635,0,18,0,2
28636,0,18,0,2
28637,0,18,0,2
28638,0,19,0,2
28639,0,19,0,2
28640,0,19,0,2
28641,0,19,0,2
28642,0,19,0,2
28643,0,18,0,1
28644,0,19,0,1
28645,0,19,0,3
28646,0,19,0,2
28647,0,20,0,1
28648,0,20,0,1
28649,0,20,0,1
28650,0,20,0,1
28651,0,20,0,1
28652,0,20,0,1
28653,0,20,0,2
28654,0,20,0,1
28655,0,19,0,2
28656,0,20,0,1
28657,0,20,0,1
28658,0,20,0,1
28659,0,19,0,2
28660,0,19,0,2
28661,0,20,0,1
28662,0,20,0,1
28663,0,20,0,1
28664,0,20,0,1
28665,0,20,0,1
28666,0,19,0,2
28667,0,19,0,2
28668,0,19,0,2
28669,0,19,0,2
28670,0,19,0,2
28671,0,19,0,2
28672,0,20,0,1
28673,0,19,0,2
28674,0,20,0,1
28675,0,20,0,1
28676,0,19,0,2
28677,0,20,0,1
28678,0,18,0,1
28679,0,17,0,3
28680,0,18,0,3
28681,0,16,0,5
28682,0,20,0,1
28683,0,20,0,1
28684,0,20,0,1
28685,0,20,0,2
28686,0,20,0,2
28687,0,20,0,1
28688,0,19,0,2
28689,0,20,0,1
28690,0,19,0,1
28691,0,19,0,2
28692,0,20,0,1
28693,0,20,0,1
28694,0,20,0,1
28695,0,19,0,2
28696,0,20,0,1
28697,0,20,0,1
28698,0,20,0,1
28699,0,20,0,1
28700,0,20,0,1
28701,0,19,0,2
28702,0,20,0,1
28703,0,20,0,1
28704,0,20,0,1
28705,0,20,0,1
28706,0,19,0,1
28707,0,20,0,1
28708,0,20,0,1
28709,0,20,0,1
28710,0,20,0,1
28711,0,20,0,1
28712,0,20,0,1
28713,0,19,0,2
28714,0,20,0,1
28715,0,18,0,2
28716,0,19,0,2
28717,0,19,0,2
28718,0,20,0,1
28719,0,20,0,1
28720,0,18,0,3
28721,0,19,0,2
28722,0,19,0,2
28723,0,19,0,2
28724,0,19,0,2
28725,0,19,0,2
28726,0,19,0,2
28727,0,19,0,2
28728,0,20,0,1
28729,0,18,0,3
28730,0,20,0,1
28731,0,19,0,2
28732,0,20,0,1
28733,0,20,0,1
28734,0,20,0,1
28735,0,20,0,1
28736,0,20,0,1
28737,0,20,0,1
28738,0,20,0,1
28739,0,20,0,1
28740,0,20,0,1
28741,0,20,0,1
28742,0,20,0,1
28743,0,15,0,2
28744,0,20,0,1
28745,0,20,0,1
28746,0,20,0,1
28747,0,19,0,2
28748,0,20,0,1
28749,0,20,0,1
28750,0,20,0,1
28751,0,17,0,3
28752,0,19,0,1
28753,0,19,0,1
28754,0,17,0,3
28755,0,16,0,3
28756,0,19,0,1
28757,0,19,0,2
28758,0,19,0,2
28759,0,20,0,1
28760,0,20,0,1
28761,0,20,0,1
28762,0,20,0,1
28763,0,20,0,1
28764,0,20,0,1
28765,0,19,0,1
28766,0,18,0,3
28767,0,19,0,2
28768,0,20,0,1
28769,0,19,0,2
28770,0,20,0,1
28771,0,20,0,1
28772,0,20,0,1
28773,0,20,0,1
28774,0,20,0,1
28775,0,20,0,1
28776,0,20,0,1
28777,0,20,0,1
28778,0,19,0,2
28779,0,18,0,2
28780,0,19,0,2
28781,0,20,0,1
28782,0,20,0,1
28783,0,20,0,1
28784,0,20,0,1
28785,0,19,0,2
28786,0,19,0,1
28787,0,19,0,2
28788,0,19,0,1
28789,0,20,0,1
28790,0,20,0,1
28791,0,20,0,1
28792,0,19,0,2
28793,0,20,0,1
28794,0,19,0,2
28795,0,18,0,3
28796,0,20,0,1
28797,0,20,0,1
28798,0,20,0,1
28799,0,20,0,1
28800,0,20,0,1
28801,0,19,0,2
28802,0,18,0,2
28803,0,20,0,1
28804,0,20,0,1
28805,0,20,0,1
28806,0,20,0,1
28807,0,18,0,2
28808,0,18,0,2
28809,0,20,0,1
28810,0,20,0,1
28811,0,20,0,1
28812,0,20,0,1
28813,0,20,0,1
28814,0,19,0,2
28815,0,20,0,1
28816,0,20,0,1
28817,0,19,0,2
28818,0,19,0,2
28819,0,19,0,2
28820,0,20,0,1
28821,0,18,0,1
28822,0,21,0,1
28823,0,20,0,1
28824,0,19,0,2
28825,0,18,0,3
28826,0,20,0,1
28827,0,18,0,3
28828,0,19,0,2
28829,0,19,0,2
28830,0,20,0,1
28831,0,20,0,1
28832,0,20,0,1
28833,0,18,0,2
28834,0,18,0,2
28835,0,20,0,1
28836,0,19,0,1
28837,0,20,0,1
28838,0,18,0,3
28839,0,18,0,3
28840,0,19,0,2
28841,0,20,0,1
28842,0,20,0,1
28843,0,18,0,3
28844,0,19,0,2
28845,0,18,0,3
28846,0,19,0,0
28847,0,16,0,4
28848,0,20,0,1
28849,0,19,0,2
28850,0,19,0,2
28851,0,13,0,0
28852,0,19,0,2
28853,0,20,0,1
28854,0,20,0,1
28855,0,18,0,3
28856,0,17,0,4
28857,0,17,0,4
28858,0,18,0,3
28859,0,19,0,2
28860,0,19,0,2
28861,0,19,0,2
28862,0,20,0,2
28863,0,19,0,1
28864,0,18,0,2
28865,0,19,0,1
28866,0,19,0,1
28867,0,18,0,2
28868,0,16,0,2
28869,0,20,0,1
28870,0,18,0,2
28871,0,20,0,1
28872,0,20,0,1
28873,0,20,0,1
28874,0,20,0,1
28875,0,20,0,1
28876,0,20,0,1
28877,0,18,0,2
28878,0,20,0,1
28879,0,19,0,2
28880,0,20,0,1
28881,0,19,0,1
28882,0,20,0,1
28883,0,20,0,1
28884,0,18,0,2
28885,0,18,0,2
28886,0,18,0,3
28887,0,19,0,2
28888,0,19,0,2
28889,0,17,0,3
28890,0,18,0,3
28891,0,19,0,2
28892,0,19,0,2
28893,0,19,0,2
28894,0,19,0,2
28895,0,19,0,2
28896,0,20,0,0
28897,0,20,0,0
28898,0,20,0,0
28899,0,20,0,0
28900,0,19,0,2
28901,0,18,0,2
28902,0,20,0,0
28903,0,18,0,1
28904,0,18,0,1
28905,0,18,0,2
28906,0,18,0,2
28907,0,20,0,1
28908,0,20,0,0
28909,0,19,0,1
28910,0,20,0,0
28911,0,19,0,1
28912,0,19,0,1
28913,0,19,0,1
28914,0,18,0,1
28915,0,18,0,1
28916,0,18,0,1
28917,0,18,0,2
28918,0,18,0,1
28919,0,19,0,1
28920,0,20,0,0
28921,0,20,0,0
28922,0,20,0,0
28923,0,18,0,1
28924,0,20,0,1
28925,0,18,0,0
28926,0,19,0,2
28927,0,19,0,2
28928,0,18,0,1
28929,0,20,0,1
28930,0,20,0,1
28931,0,20,0,1
28932,0,19,0,2
28933,0,20,0,0
28934,0,17,0,1
28935,0,17,0,1
28936,0,19,0,2
28937,0,17,0,2
28938,0,19,0,1
28939,0,19,0,1
28940,0,19,0,1
28941,0,19,0,1
28942,0,16,0,2
28943,0,18,0,1
28944,0,20,0,0
28945,0,19,0,0
28946,0,18,0,1
28947,0,19,0,1
28948,0,19,0,1
28949,0,19,0,2
28950,0,20,0,1
28951,0,19,0,1
28952,0,20,0,2
28953,0,20,0,1
28954,0,20,0,2
28955,0,21,0,1
28956,0,21,0,1
28957,0,21,0,1
28958,0,20,0,1
28959,0,20,0,1
28960,0,17,0,3
28961,0,18,0,2
28962,0,17,0,2
28963,0,18,0,3
28964,0,18,0,2
28965,0,18,0,2
28966,0,18,0,3
28967,0,18,0,2
28968,0,19,0,2
28969,0,18,0,3
28970,0,18,0,2
28971,0,19,0,2
28972,0,18,0,3
28973,0,18,0,3
28974,0,19,0,2
28975,0,19,0,2
28976,0,19,0,2
28977,0,19,0,2
28978,0,18,0,3
28979,0,18,0,3
28980,0,20,0,1
28981,0,19,0,2
28982,0,20,0,1
28983,0,18,0,3
28984,0,18,0,2
28985,0,18,0,1
28986,0,20,0,1
28987,0,19,0,1
28988,0,19,0,2
28989,0,19,0,2
28990,0,20,0,1
28991,0,19,0,2
28992,0,19,0,2
28993,0,20,0,1
28994,0,20,0,1
28995,0,17,0,3
28996,0,18,0,3
28997,0,19,0,3
28998,0,19,0,2
28999,0,19,0,2
29000,0,19,0,1
29001,0,19,0,2
29002,0,16,0,4
29003,0,16,0,4
29004,0,20,0,0
29005,0,19,0,1
29006,0,19,0,1
29007,0,20,0,0
29008,0,20,0,0
29009,0,18,0,2
29010,0,17,0,2
29011,0,20,0,0
29012,0,20,0,1
29013,0,17,0,1
29014,0,17,0,1
29015,0,20,0,1
29016,0,19,0,2
29017,0,20,0,0
29018,0,19,0,1
29019,0,19,0,1
29020,0,19,0,1
29021,0,19,0,1
29022,0,20,0,2
29023,0,19,0,1
29024,0,19,0,1
29025,0,20,0,0
29026,0,18,0,1
29027,0,20,0,1
29028,0,20,0,0
29029,0,18,0,2
29030,0,19,0,1
29031,0,17,0,1
29032,0,17,0,1
29033,0,20,0,0
29034,0,19,0,1
29035,0,20,0,1
29036,0,20,0,1
29037,0,19,0,1
29038,0,20,0,0
29039,0,19,0,1
29040,0,20,0,1
29041,0,19,0,1
29042,0,19,0,1
29043,0,18,0,1
29044,0,19,0,1
29045,0,20,0,0
29046,0,17,0,1
29047,0,19,0,1
29048,0,20,0,1
29049,0,19,0,1
29050,0,17,0,1
29051,0,19,0,1
29052,0,19,0,1
29053,0,20,0,0
29054,0,19,0,1
29055,0,19,0,2
29056,0,20,0,1
29057,0,18,0,1
29058,0,18,0,2
29059,0,19,0,0
29060,0,20,0,1
29061,0,17,0,1
29062,0,19,0,1
29063,0,20,0,0
29064,0,18,0,1
29065,0,20,0,0
29066,0,20,0,0
29067,0,18,0,2
29068,0,20,0,0
29069,0,20,0,1
29070,0,20,0,1
29071,0,18,0,2
29072,0,21,0,0
29073,0,19,0,0
29074,0,19,0,1
29075,0,20,0,0
29076,0,17,0,2
29077,0,19,0,2
29078,0,19,0,2
29079,0,19,0,1
29080,0,19,0,1
29081,0,19,0,3
29082,0,20,0,1
29083,0,20,0,0
29084,0,20,0,1
29085,0,19,0,0
29086,0,20,0,0
29087,0,20,0,0
29088,0,19,0,0
29089,0,18,0,3
29090,0,17,0,2
29091,0,20,0,1
29092,0,20,0,1
29093,0,20,0,0
29094,0,14,0,3
29095,0,19,0,1
29096,0,19,0,1
29097,0,18,0,2
29098,0,18,0,2
29099,0,19,0,2
29100,0,19,0,2
29101,0,19,0,2
29102,0,19,0,2
29103,0,17,0,3
29104,0,19,0,2
29105,0,19,0,2
29106,0,19,0,2
29107,0,19,0,2
29108,0,19,0,2
29109,0,19,0,1
29110,0,14,0,6
29111,0,17,0,3
29112,0,18,0,2
29113,0,19,0,2
29114,0,18,0,3
29115,0,18,0,3
29116,0,19,0,2
29117,0,20,0,1
29118,0,19,0,2
29119,0,19,0,2
29120,0,19,0,2
29121,0,19,0,2
29122,0,18,0,3
29123,0,19,0,2
29124,0,17,0,4
29125,0,18,0,3
29126,0,19,0,2
29127,0,19,0,2
29128,0,18,0,3
29129,0,18,0,3
29130,0,18,0,3
29131,0,18,0,3
29132,0,19,0,2
29133,0,18,0,3
29134,0,19,0,2
29135,0,18,0,3
29136,0,18,0,3
29137,0,19,0,2
29138,0,20,0,1
29139,0,20,0,1
29140,0,19,0,2
29141,0,18,0,3
29142,0,18,0,3
29143,0,18,0,3
29144,0,18,0,3
29145,0,18,0,3
29146,0,18,0,3
29147,0,18,0,3
29148,0,18,0,3
29149,0,18,0,3
29150,0,19,0,2
29151,0,19,0,2
29152,0,19,0,2
29153,0,17,0,3
29154,0,18,0,3
29155,0,18,0,3
29156,0,18,0,3
29157,0,18,0,3
29158,0,18,0,3
29159,0,18,0,2
29160,0,19,0,2
29161,0,19,0,2
29162,0,19,0,2
29163,0,19,0,3
29164,0,18,0,3
29165,0,20,0,1
29166,0,18,0,3
29167,0,18,0,3
29168,0,18,0,3
29169,0,18,0,3
29170,0,18,0,3
29171,0,18,0,3
29172,0,19,0,1
29173,0,19,0,1
29174,0,18,0,3
29175,0,18,0,3
29176,0,18,0,3
29177,0,18,0,3
29178,0,18,0,3
29179,0,19,0,2
29180,0,18,0,3
29181,0,19,0,2
29182,0,19,0,2
29183,0,19,0,2
29184,0,19,0,1
29185,0,18,0,3
29186,0,18,0,3
29187,0,18,0,3
29188,0,18,0,3
29189,0,19,0,3
29190,0,19,0,2
29191,0,20,0,1
29192,0,19,0,2
29193,0,19,0,2
29194,0,19,0,2
29195,0,16,0,3
29196,0,20,0,1
29197,0,20,0,1
29198,0,20,0,1
29199,0,19,0,3
29200,0,19,0,2
29201,0,19,0,2
29202,0,14,0,7
29203,0,15,0,5
29204,0,16,0,4
29205,0,16,0,4
29206,0,16,0,5
29207,0,18,0,3
29208,0,18,0,3
29209,0,18,0,3
29210,0,17,0,3
29211,0,17,0,3
29212,0,18,0,3
29213,0,15,0,5
29214,0,16,0,4
29215,0,17,0,4
29216,0,15,0,1
29217,0,17,0,4
29218,0,17,0,3
29219,0,17,0,3
29220,0,18,0,3
29221,0,19,0,2
29222,0,20,0,1
29223,0,19,0,2
29224,0,19,0,2
29225,0,19,0,2
29226,0,19,0,2
29227,0,18,0,3
29228,0,19,0,2
29229,0,20,0,1
29230,0,20,0,1
29231,0,19,0,1
29232,0,19,0,1
29233,0,19,0,2
29234,0,18,0,4
29235,0,19,0,2
29236,0,19,0,2
29237,0,18,0,3
29238,0,18,0,3
29239,0,18,0,3
29240,0,18,0,3
29241,0,19,0,2
29242,0,18,0,3
29243,0,20,0,1
29244,0,19,0,1
29245,0,19,0,1
29246,0,18,0,3
29247,0,19,0,2
29248,0,19,0,2
29249,0,19,0,2
29250,0,19,0,2
29251,0,20,0,1
29252,0,19,0,2
29253,0,18,0,3
29254,0,19,0,1
29255,0,19,0,1
29256,0,19,0,2
29257,0,19,0,2
29258,0,18,0,3
29259,0,18,0,3
29260,0,18,0,3
29261,0,19,0,2
29262,0,20,0,1
29263,0,20,0,1
29264,0,20,0,1
29265,0,20,0,1
29266,0,20,0,1
29267,0,19,0,2
29268,0,19,0,2
29269,0,18,0,3
29270,0,19,0,2
29271,0,19,0,2
29272,0,19,0,1
29273,0,19,0,2
29274,0,19,0,2
29275,0,18,0,3
29276,0,18,0,3
29277,0,20,0,1
29278,0,18,0,3
29279,0,19,0,2
29280,0,19,0,2
29281,0,20,0,1
29282,0,18,0,3
29283,0,19,0,2
29284,0,19,0,2
29285,0,17,0,4
29286,0,20,0,1
29287,0,19,0,2
29288,0,18,0,3
29289,0,19,0,2
29290,0,19,0,2
29291,0,19,0,2
29292,0,19,0,2
29293,0,19,0,2
29294,0,20,0,1
29295,0,20,0,1
29296,0,19,0,2
29297,0,19,0,2
29298,0,20,0,1
29299,0,20,0,0
29300,0,20,0,0
29301,0,18,0,3
29302,0,18,0,3
29303,0,18,0,3
29304,0,19,0,2
29305,0,19,0,2
29306,0,19,0,2
29307,0,18,0,3
29308,0,18,0,3
29309,0,19,0,2
29310,0,18,0,3
29311,0,19,0,2
29312,0,19,0,2
29313,0,20,0,1
29314,0,20,0,1
29315,0,18,0,3
29316,0,18,0,3
29317,0,20,0,1
29318,0,19,0,2
29319,0,17,0,2
29320,0,18,0,3
29321,0,19,0,2
29322,0,19,0,2
29323,0,19,0,2
29324,0,19,0,2
29325,0,20,0,2
29326,0,17,0,4
29327,0,18,0,3
29328,0,17,0,2
29329,0,18,0,3
29330,0,18,0,3
29331,0,11,0,8
29332,0,16,0,3
29333,0,16,0,3
29334,0,17,0,4
29335,0,17,0,3
29336,0,17,0,4
29337,0,18,0,3
29338,0,18,0,3
29339,0,16,0,4
29340,0,16,0,5
29341,0,15,0,5
29342,0,16,0,5
29343,0,13,0,5
29344,0,16,0,4
29345,0,18,0,3
29346,0,18,0,3
29347,0,18,0,3
29348,0,19,0,3
29349,0,19,0,3
29350,0,19,0,3
29351,0,19,0,3
29352,0,20,0,1
29353,0,19,0,2
29354,0,18,0,4
29355,0,18,0,4
29356,0,19,0,3
29357,0,19,0,3
29358,0,18,0,3
29359,0,19,0,3
29360,0,20,0,2
29361,0,20,0,1
29362,0,20,0,1
29363,0,18,0,4
29364,0,18,0,4
29365,0,19,0,1
29366,0,19,0,3
29367,0,21,0,1
29368,0,21,0,1
29369,0,21,0,1
29370,0,19,0,2
29371,0,20,0,2
29372,0,19,0,2
29373,0,20,0,2
29374,0,20,0,2
29375,0,19,0,2
29376,0,19,0,3
29377,0,19,0,2
29378,0,19,0,2
29379,0,19,0,1
29380,0,19,0,1
29381,0,20,0,2
29382,0,19,0,2
29383,0,19,0,2
29384,0,21,0,1
29385,0,19,0,2
29386,0,19,0,2
29387,0,20,0,1
29388,0,19,0,2
29389,0,19,0,2
29390,0,19,0,2
29391,0,20,0,1
29392,0,20,0,1
29393,0,19,0,2
29394,0,20,0,1
29395,0,20,0,1
29396,0,19,0,3
29397,0,20,0,1
29398,0,20,0,1
29399,0,17,0,3
29400,0,19,0,2
29401,0,19,0,2
29402,0,19,0,2
29403,0,19,0,2
29404,0,20,0,2
29405,0,19,0,2
29406,0,20,0,1
29407,0,21,0,1
29408,0,21,0,1
29409,0,21,0,1
29410,0,20,0,1
29411,0,20,0,2
29412,0,19,0,1
29413,0,19,0,2
29414,0,21,0,1
29415,0,19,0,2
29416,0,19,0,3
29417,0,19,0,3
29418,0,19,0,3
29419,0,20,0,1
29420,0,19,0,1
29421,0,19,0,2
29422,0,19,0,2
29423,0,19,0,2
29424,0,20,0,1
29425,0,19,0,2
29426,0,16,0,3
29427,0,20,0,1
29428,0,21,0,1
29429,0,20,0,1
29430,0,21,0,1
29431,0,20,0,1
29432,0,21,0,1
29433,0,19,0,3
29434,0,19,0,3
29435,0,18,0,2
29436,0,18,0,3
29437,0,18,0,2
29438,0,18,0,3
29439,0,14,0,3
29440,0,13,0,3
29441,0,13,0,6
29442,0,13,0,6
29443,0,18,0,3
29444,0,14,0,3
29445,0,14,0,6
29446,0,16,0,3
29447,0,17,0,4
29448,0,18,0,3
29449,0,19,0,2
29450,0,19,0,2
29451,0,19,0,2
29452,0,18,0,2
29453,0,19,0,2
29454,0,19,0,2
29455,0,19,0,2
29456,0,19,0,1
29457,0,19,0,2
29458,0,19,0,2
29459,0,19,0,2
29460,0,19,0,2
29461,0,18,0,2
29462,0,20,0,2
29463,0,19,0,2
29464,0,19,0,3
29465,0,20,0,2
29466,0,18,0,2
29467,0,18,0,2
29468,0,19,0,2
29469,0,18,0,1
29470,0,18,0,1
